spirit_type,distillery,distillery_location,spirit_name,producer_type,producer_brand,is_ndp,is_template,special_designation,age_statement,vintage,batch_lot,proof,abv,mash_bill,barrel_type,cask_finish,source_urls,last_verified,label_image_url,cohort
Rum,Black Tot (Elixir Distillers),Multiple (Caribbean Navy blend),Black Tot,blended,NULL,FALSE,FALSE,Blended Rum; Multi-Origin; Master Blender's Reserve,NAS,2025,NULL,109.0,54.5,NULL,NULL,Sherry cask (50th Anniversary component),https://blacktot.com/our-rums/master-blenders-reserve-2025/; https://www.thespiritsbusiness.com/2025/07/black-tot-rum-concludes-master-blenders-series/,2026-06-26,https://www.thespiritsbusiness.com/content/uploads/2025/07/Black-Tot-Master-Blenders-Reserve-2025.jpg,rum_multi_origin
Rum,Denizen,Jamaica/Martinique (blend),Denizen,blended,NULL,FALSE,FALSE,Blended Rum; Multi-Origin; Merchant's Reserve,8 Years,NULL,NULL,86.0,43.0,NULL,Ex-bourbon,NULL,https://denizenrum.com/; https://inuakena.com/spirit-reviews/rum-review-denizen-merchants-reserve/,2026-06-26,https://inuakena.com/wp-content/uploads/2017/08/denizen-merchants-reserve.jpg,rum_multi_origin
Rum,Denizen,Trinidad/Jamaica (blend),Denizen,blended,NULL,FALSE,FALSE,Blended Rum; Multi-Origin; Aged White,3 Years,NULL,NULL,80.0,40.0,NULL,NULL,NULL,https://denizenrum.com/; https://whiskyandwhiskey.com/products/denizen-aged-white-rum-750ml,2026-06-26,http://whiskyandwhiskey.com/cdn/shop/files/denizen-aged-white-rum-750ml_410a6d7f-52fb-4cbc-9f6b-203bc17485c4.jpg,rum_multi_origin
Rum,Ten To One,Barbados/Dominican Republic/Jamaica/Trinidad (blend),Ten To One,blended,NULL,FALSE,FALSE,Blended Rum; Multi-Origin; Caribbean White,NAS,NULL,NULL,90.0,45.0,NULL,American white oak ex-bourbon,NULL,https://www.tentoonerum.com/white-rum/,2026-06-26,https://www.tentoonerum.com/wp-content/uploads/2020/12/TTO_Mobile_Hero.png,rum_multi_origin
Rum,Ten To One,Barbados/Dominican Republic/Jamaica/Trinidad (blend),Ten To One,blended,NULL,FALSE,FALSE,Blended Rum; Multi-Origin; Caribbean Dark,8 Years,NULL,NULL,80.0,40.0,NULL,American white oak ex-bourbon,NULL,https://www.tentoonerum.com/dark-rum/,2026-06-08,NULL,rum_multi_origin
Rum,Ten To One,Barbados/Trinidad/Jamaica (blend),Ten To One,blended,NULL,FALSE,FALSE,Blended Rum; Multi-Origin; Reserve Cask Collection 18 Year,18 Years,NULL,NULL,92.0,46.0,NULL,Ex-bourbon,NULL,https://www.tentoonerum.com/our-rums/; https://www.pastemagazine.com/drink/rum/ten-to-one-rum-review-reserve-17-year-old-trinidad,2026-06-26,https://image-pastemagazine-com-public-bucket.storage.googleapis.com/wp-content/uploads/2022/06/21003842/ten-to-one-reserve-rum-main.jpg,rum_multi_origin
Rum,Foursquare / Hampden,Barbados/Jamaica (blend),Probitas,blended,NULL,FALSE,FALSE,Blended Rum; White; Probitas,NAS,NULL,NULL,94.0,47.0,NULL,Ex-bourbon (Foursquare pot component ~2yr),NULL,https://www.bittersandbottles.com/products/foursquare-probitas-white-rum; https://thelonecaner.com/r0784/,2026-06-26,http://www.bittersandbottles.com/cdn/shop/products/foursquare-probitas-white-rum.jpg,rum_multi_origin
Rum,Foursquare / Hampden,Barbados/Jamaica (blend),Veritas,blended,NULL,FALSE,FALSE,Blended Rum; White; Veritas,NAS,NULL,NULL,94.0,47.0,NULL,Ex-bourbon (Foursquare pot component ~2yr),NULL,https://rumratings.com/rum/6255-veritas-white; https://thefatrumpirate.com/veritas-white-blended-rum-from-coffey-still-and-pot-still,2026-06-08,NULL,rum_multi_origin
Rum,Goslings,Bermuda (blend of Caribbean rums),Goslings,blended,NULL,FALSE,FALSE,Blended Rum; Aged; Black Seal,NAS,NULL,NULL,80.0,40.0,NULL,Ex-bourbon,NULL,https://goslings.com/; https://thelonecaner.com/r1129/,2026-06-08,NULL,rum_multi_origin
Rum,Goslings,Bermuda (blend of Caribbean rums),Goslings,blended,NULL,FALSE,FALSE,Blended Rum; Overproof; Black Seal 151,NAS,NULL,NULL,151.0,75.5,NULL,Ex-bourbon,NULL,https://goslings.com/newProduct/goslings-black-seal-rum-151-proof/; https://www.thewhiskyexchange.com/p/7230/goslings-black-seal-151-rum,2026-06-28,NULL,rum_multi_origin
Rum,Goslings,Bermuda (blend of Caribbean rums),Goslings,blended,NULL,FALSE,FALSE,Blended Rum; Extra Aged; Family Reserve Old Rum,NAS,NULL,NULL,80.0,40.0,NULL,Ex-bourbon (extended ageing),NULL,https://goslings.com/,2026-06-08,NULL,rum_multi_origin
Rum,Equiano,Mauritius/Barbados (blend),Equiano,blended,NULL,FALSE,FALSE,Blended Rum; Aged; Original,NAS,NULL,NULL,86.0,43.0,NULL,Ex-bourbon (Barbados) / ex-cognac (Mauritius),NULL,https://www.lcbo.com/en/equiano-rum-mauritius-and-barbados-20105; https://www.pastemagazine.com/drink/rum/equiano-rum-original-review-mauritius-barbados-foursquare-cognac,2026-06-08,NULL,rum_multi_origin
Rum,Equiano,Mauritius/Barbados (blend),Equiano,blended,NULL,FALSE,FALSE,Blended Rum; Multi-Origin; Light,NAS,NULL,NULL,86.0,43.0,NULL,NULL,NULL,https://shop.equianorum.com/products/equiano-light-rum-700ml; https://www.rum-x.com/rums/9765/afro-caribbean-rum-equiano-light,2026-06-26,http://shop.equianorum.com/cdn/shop/products/equiano-light-cutout.png,rum_multi_origin
Rum,Lamb's,Multiple (Guyana/Barbados/Jamaica/Trinidad blend),Lamb's,blended,NULL,FALSE,FALSE,Blended Rum; Multi-Origin; Genuine Navy,NAS,NULL,NULL,80.0,40.0,NULL,NULL,NULL,https://thefatrumpirate.com/woods-navy-rum,2026-06-28,NULL,rum_multi_origin
Rum,Compagnie des Indes,Multiple (Caribbean blend),Compagnie des Indes,blended,NULL,FALSE,FALSE,Blended Rum; Multi-Origin; Boulet de Canon No.1,NAS,NULL,No.1,92.0,46.0,NULL,NULL,"Talisker (Isle of Skye) single malt cask, ~7 months",https://ultimaterumguide.com/compagnie-des-indes-boulet-de-canon-no-1/,2026-06-08,NULL,rum_multi_origin
Rum,Compagnie des Indes,Multiple (Guyana/Barbados/Trinidad blend),Compagnie des Indes,blended,NULL,FALSE,FALSE,Blended Rum; Multi-Origin; Boulet de Canon No.2,NAS,NULL,No.2,100.0,50.0,NULL,NULL,NULL,https://rumstylez.com/product/compagnie-des-indes-boulet-de-canon-2-70cl-46vol/,2026-06-26,https://rumstylez.com/wp-content/uploads/2022/12/Compagnie-Des-Indes-Boulet-De-Canon-2.jpg,rum_multi_origin
