spirit_type,distillery,distillery_location,spirit_name,producer_type,producer_brand,is_ndp,is_template,special_designation,age_statement,vintage,batch_lot,proof,abv,mash_bill,barrel_type,cask_finish,source_urls,last_verified,label_image_url,cohort
American Single Malt,Copperworks Distilling Co.,"Seattle, WA",Copperworks Maltsmith,own_make,,FALSE,FALSE,American Single Malt,,,,100,50.0,100% Malted Barley (pale malt; caramelized malts),New American Oak (14 casks); Refill Copperworks Maltsmith Casks (6 casks),,https://copperworksdistilling.com/current-whiskey-releases/; https://www.breakingbourbon.com/review/copperworks-maltsmith-american-single-malt,2026-06-27,https://cdn.prod.website-files.com/5ace2bae31f6d3c07d267cb9/67224a35fc0b95afc3cf6639_Copperworks-Maltsmith-American-Single-Malt-01.jpg,american_single_malt_pacific_northwest
American Single Malt,Copperworks Distilling Co.,"Seattle, WA",Copperworks Peatsmith,own_make,,FALSE,FALSE,American Single Malt,,,,100,50.0,100% Malted Barley (WA barley; WA Olympic Peninsula peated malt — Shelton WA peat),New American Oak Char #3 (Kelvin Cooperage; 7 casks; ~3.5 years),,https://copperworksdistilling.com/current-whiskey-releases/; https://www.breakingbourbon.com/review/copperworks-peatsmith-american-single-malt,2026-06-27,https://cdn.prod.website-files.com/5ace2bae31f6d3c07d267cb9/67224a9136761457f856d9ac_Copperworks-Peatsmith-American-Single-Malt-01.jpg,american_single_malt_pacific_northwest
American Single Malt,Copperworks Distilling Co.,"Seattle, WA",Copperworks Farmsmith,own_make,,FALSE,FALSE,American Single Malt,,,2026 Genie Pale Malt — Coulee Hite Reardan WA 2020 harvest,100,50.0,100% Genie Pale Malt (Coulee Hite farms; Reardan WA; 2020 harvest; LINC Malt Spokane),New American Oak (4 casks; 5 years 3 months),,https://copperworksdistilling.com/current-whiskey-releases/; https://www.fredminnick.com/2026/03/02/copperworks-releases-farmsmith-american-single-malt-whiskey/,2026-06-27,https://www.fredminnick.com/wp-content/uploads/2026/02/Copperworks-Farmsmith-Single-Malt-bottle-on-bar.jpg,american_single_malt_pacific_northwest
American Single Malt,Copperworks Distilling Co.,"Seattle, WA",Copperworks Pondera Cabernet Cask,own_make,,FALSE,FALSE,American Single Malt,,,,100,50.0,100% Pale Malt,Refill Copperworks Cask (7+ years),Pondera Winery Cabernet Sauvignon Cask (6 months),https://www.copperworksdistilling.com/product/copperworks-pondera-cabernet-cask-american-single-malt-whiskey-700ml-/MKL3SY4K5UGZNGGVRQPACDDJ; https://www.breakingbourbon.com/review/copperworks-special-release-pondera-cabernet-cask,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Copperworks Distilling Co.,"Seattle, WA",Copperworks Scotch Cask,own_make,,FALSE,FALSE,American Single Malt,,,,104,52.0,100% Baronesse Barley (LINC Malt; Spokane WA),Auchroisk Scotch Cask (used Scotch whisky cask; ~7 years 2 months),,https://www.breakingbourbon.com/bourbon-whiskey-press-releases/copperworks-distilling-co-announces-copperworks-scotch-cask-american-single-malt-whiskey,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Copperworks Distilling Co.,"Seattle, WA",Copperworks Single Cask Program,own_make,,FALSE,TRUE,American Single Malt,,,,,,,,,https://copperworksdistilling.com/current-whiskey-releases/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Black Heron Spirits,"West Richland, WA",Black Heron American Single Malt Whiskey,own_make,,FALSE,FALSE,American Single Malt,,,,,,WA 2-Row Malted Barley; Munich Malt; Victory Malt (Briess Malting),,,https://drinkblackheron.com/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Black Heron Spirits,"West Richland, WA",Black Heron Peated American Single Malt Whiskey,own_make,,FALSE,FALSE,American Single Malt,,,,,,WA 2-Row Malted Barley; Munich Malt; Victory Malt (Briess); Bairds Heavily Peated Malt (Inverness),,,https://drinkblackheron.com/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Dominion Distillery,"Kettle Falls, WA",Dominion Whiskey,own_make,,FALSE,FALSE,American Single Malt,,,,93,46.5,Local malted barley (Kettle River Range),Slow-aged; alembic still (Old Alice),,https://dominiondistillery.com/products/american-single-malt-whiskey,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Dominion Distillery,"Kettle Falls, WA",Dominion American Single Malt Whiskey 105 Solera,own_make,,FALSE,FALSE,American Single Malt,,,,105,52.5,Local malted barley,Solera-method barrel aging; alembic still (Old Alice),,https://dominiondistillery.com/products/american-single-malt-whiskey-release-6,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Highside Distilling,"Bainbridge Island, WA",Highside ASM Release 001,own_make,,FALSE,FALSE,American Single Malt,,,,100,50.0,100% PNW Malted Barley (Pale; Munich; Crystal 40; Crystal 120),53-gallon Ex-Bourbon Barrel (3.5 years); 53-gallon New American Oak Heavy Char (3 years 3 months),,https://www.highsidedistilling.com/spirits,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Highside Distilling,"Bainbridge Island, WA",Highside Single Cask Release Program,own_make,,FALSE,TRUE,American Single Malt,,,,,,,,,https://www.highsidedistilling.com/spirits,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Westward Whiskey,"Portland, OR",Westward Whiskey Original,own_make,,FALSE,FALSE,American Single Malt,,,,90,45.0,Locally malted 2-row barley (American Northwest),New American Oak (heavily toasted; lightly charred),,https://westwardwhiskey.com/products/westward-whiskey-original,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Westward Whiskey,"Portland, OR",Westward Whiskey Cask Strength,own_make,,FALSE,FALSE,American Single Malt,,,,125,62.5,Locally malted 2-row barley (American Northwest),New American Oak (heavily toasted; lightly charred),,https://westwardwhiskey.com/products/westward-whiskey-cask-strength,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Westward Whiskey,"Portland, OR",Westward Whiskey Stout Cask,own_make,,FALSE,FALSE,American Single Malt,,,,92,46.0,Locally malted 2-row barley (American Northwest),New American Oak (heavily toasted; lightly charred; primary aging),Oregon Craft Stout Beer Casks (up to 1 year; local brewery collaborators),https://westwardwhiskey.com/products/westward-whiskey-stout-cask,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Westward Whiskey,"Portland, OR",Westward Whiskey Pinot Noir Cask,own_make,,FALSE,FALSE,American Single Malt,,,,90,45.0,Locally malted 2-row barley (American Northwest),New American Oak (heavily toasted; lightly charred; primary aging),Willamette Valley Pinot Noir French Oak Casks (up to 2 years),https://westwardwhiskey.com/products/westward-pinot-noir-cask; https://www.breakingbourbon.com/review/westward-american-single-malt-whiskey-pinot-noir-cask,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Westward Whiskey,"Portland, OR",Westward Whiskey PX Sherry Cask 2026,own_make,,FALSE,FALSE,American Single Malt; ; Club Release 2026,,,,100,50.0,Locally malted 2-row barley (American Northwest),New American Oak (heavily toasted; lightly charred; 5 years primary),Pedro Ximénez Naranja Sherry Casks (20 months; Spain — PX wine matured with organic Seville orange peels),https://westwardwhiskey.com/products/westward-whiskey-px-sherry-cask-2026; https://www.breakingbourbon.com/review/westward-whiskey-px-sherry-cask-2026,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Westward Whiskey,"Portland, OR",Westward Private Barrel Program,own_make,,FALSE,TRUE,American Single Malt,,,,,,Locally malted 2-row barley (American Northwest),,,https://westwardwhiskey.com/pages/private-barrel-program,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Clear Creek Distillery,"Portland, OR",McCarthy's Oregon Single Malt,own_make,,FALSE,FALSE,American Single Malt,3 Years,,,85,42.5,100% peated malted barley (Scotland; imported),Oregon White Oak (Quercus garryana; air-dried 3 years),,https://www.hrdspirits.com/mccarthys-oregon-single-malt; https://www.drinkhacker.com/2022/11/05/review-mccarthys-oregon-single-malt-whiskey-3-years-old-and-6-years-old/,2026-06-27,https://www.drinkhacker.com/wp-content/uploads/2022/10/McCarthys_6Year_4MB.png,american_single_malt_pacific_northwest
American Single Malt,Clear Creek Distillery,"Portland, OR",McCarthy's 6 Year Oregon Single Malt,own_make,,FALSE,FALSE,American Single Malt,6 Years,,,100,50.0,100% peated malted barley (Scotland; imported),Oregon White Oak (Quercus garryana; air-dried 3 years),,https://www.hrdspirits.com/mccarthys-oregon-single-malt; https://www.breakingbourbon.com/review/mccarthys-6-year-oregon-single-malt,2026-06-27,https://cdn.prod.website-files.com/5ace2bae31f6d3c07d267cb9/66abb895f6bfcfbb4172ac7e_McCarthys-6-Year-Old-Oregon-Single-Malt-01.jpg,american_single_malt_pacific_northwest
American Single Malt,Clear Creek Distillery,"Portland, OR",McCarthy's 6 Year Oregon Single Malt PX Sherry Cask,own_make,,FALSE,FALSE,American Single Malt; ; Rare Release,6 Years,,,112.2,56.1,100% peated malted barley (Scotland; imported),Oregon White Oak (Quercus garryana; air-dried 3 years),Pedro Ximénez Sherry Cask,https://seelbachs.com/products/mccarthys-6-year-single-malt-px-sherry-cask-finish,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Clear Creek Distillery,"Portland, OR",McCarthy's Single Barrel Cask Program,own_make,,FALSE,TRUE,American Single Malt,,,,,,100% peated malted barley (Scotland; imported),,,https://clearcreekdistillery.com/our-spirits/single-malt/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Bull Run Distillery,"Portland, OR",Bull Run Oregon Single Malt Whiskey,own_make,,FALSE,FALSE,American Single Malt,,,,89,44.54,"100% malted barley (Klamath Basin, OR); fermented as ale wash by Burnside Brewing; Bull Run Watershed water",New American Charred Oak,,https://www.bullrundistillery.com/single-malt; https://thewhiskeywash.com/whiskey-styles/american-whiskey/whiskey-review-bull-run-distilling-oregon-single-malt-whiskey/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Undisclosed (CA),"Portland, OR",Bird Creek Baronesse & Full Pint Small Batch,sourced,Bird Creek Whiskey,TRUE,FALSE,American Single Malt,,,,92,46.0,"50% Baronesse malted barley (Joseph's Grainery, Colfax WA) + 50% Full Pint malted barley (Mecca Grade Estate, Madras OR)",New Charred American Oak (Seguin Moreau Napa Cooperage),,https://birdcreekwhiskey.com/products/bird-creek-whiskey-small-batch-baronesse-full-pint-46-alc-vol-92-proof; https://www.breakingbourbon.com/review/bird-creek-single-malt-american-whiskey-baronesse-full-pint,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Undisclosed (CA),"Portland, OR",Bird Creek Francin Single Cask,sourced,Bird Creek Whiskey,TRUE,FALSE,American Single Malt,,,,92,46.0,"100% Francin malted barley (Trico Farms, La Grande OR; two-row)",New Charred American Oak,,https://birdcreekwhiskey.com/; https://craftspiritsmag.com/2024/09/24/bird-creek-whiskeys-newest-single-malts-embrace-rare-barley-types/,2026-06-27,https://craftspiritsmag.com/wp-content/uploads/2024/09/Bird-Creek-Fall-2024-Releases-1200x630.jpeg,american_single_malt_pacific_northwest
American Single Malt,Undisclosed (CA),"Portland, OR",Bird Creek Francin Cask Strength,sourced,Bird Creek Whiskey,TRUE,FALSE,American Single Malt,,,,115,57.5,"100% Francin malted barley (Trico Farms, La Grande OR; two-row)",New Charred American Oak,,https://birdcreekwhiskey.com/products/copy-of-bird-creek-whiskey-cask-strength-baronesse-57-5-alc-vol-115-proof; https://craftspiritsmag.com/2024/09/24/bird-creek-whiskeys-newest-single-malts-embrace-rare-barley-types/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Undisclosed (CA),"Portland, OR",Bird Creek Purple Egyptian Single Cask,sourced,Bird Creek Whiskey,TRUE,FALSE,American Single Malt,,,,92,46.0,"100% Purple Egyptian malted barley (six-row; Palouse Heritage, Endicott WA)",New Charred American Oak,,https://birdcreekwhiskey.com/; https://craftspiritsmag.com/2024/09/24/bird-creek-whiskeys-newest-single-malts-embrace-rare-barley-types/,2026-06-27,https://craftspiritsmag.com/wp-content/uploads/2024/09/Bird-Creek-Fall-2024-Releases-1200x630.jpeg,american_single_malt_pacific_northwest
American Single Malt,Undisclosed (CA),"Portland, OR",Bird Creek Purple Egyptian Cask Strength,sourced,Bird Creek Whiskey,TRUE,FALSE,American Single Malt,,,,114,57.0,"100% Purple Egyptian malted barley (six-row; Palouse Heritage, Endicott WA)",New Charred American Oak,,https://birdcreekwhiskey.com/; https://craftspiritsmag.com/2024/09/24/bird-creek-whiskeys-newest-single-malts-embrace-rare-barley-types/,2026-06-27,https://craftspiritsmag.com/wp-content/uploads/2024/09/Bird-Creek-Fall-2024-Releases-1200x630.jpeg,american_single_malt_pacific_northwest
American Single Malt,Crater Lake Spirits,"Bend, OR",Crater Lake Black Butte Whiskey,own_make,,FALSE,FALSE,American Single Malt,3 Years,,,94,47.0,"100% malted barley (from Deschutes Black Butte Porter wash; collaboration with Deschutes Brewery, Bend OR)",New American Oak (Level 4 Char; double distilled),,https://www.craterlakespirits.com/; https://thewhiskeywash.com/reviews/whiskey-review-crater-lake-spirits-black-butte-whiskey-2022-release/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Crater Lake Spirits,"Bend, OR",Crater Lake Black Butte Whiskey 5 Year,own_make,,FALSE,FALSE,American Single Malt,5 Years,,,94,47.0,"100% malted barley (from Deschutes Black Butte Porter wash; collaboration with Deschutes Brewery, Bend OR)",New American Oak (Level 4 Char; double distilled),,https://www.craterlakespirits.com/products/black-butte-whiskey-5-year; https://thewhiskeywash.com/whiskey-styles/american-whiskey/crater-lake-spirits-releases-new-5-year-american-whiskey-collaboration-with-deschutes-brewery/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Rogue Ale & Spirits,"Newport, OR",Dead Guy Whiskey,own_make,,FALSE,FALSE,American Single Malt,,,,80,40.0,"100% malted barley (2-Row, Munich, C15)",New American Oak (own cooperage; ocean-aged Newport OR),,https://thewhiskeywash.com/whiskey-styles/american-whiskey/whiskey-review-dead-guy-american-single-malt-whiskey/; https://distiller.com/spirits/rogue-dead-guy-whiskey,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Rogue Ale & Spirits,"Newport, OR",Dead Guy Whiskey Stout Cask,own_make,,FALSE,FALSE,American Single Malt,,,,97,48.5,"100% malted barley (2-Row, Munich, C15)",New American Oak (own cooperage; primary),Rogue Stout Beer Casks (own cooperage),https://thewhiskeywash.com/whiskey-styles/american-whiskey/whiskey-review-dead-guy-whiskey-stout-cask-finished/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Rogue Ale & Spirits,"Newport, OR",Dead Guy Whiskey Cabernet Cask,own_make,,FALSE,FALSE,American Single Malt,,,,92,46.0,"100% malted barley (2-Row, Munich, C15)",New American Oak (own cooperage; primary),Cabernet Sauvignon Wine Casks,https://thewhiskeywash.com/whiskey-styles/american-whiskey/whiskey-review-dead-guy-whiskey-cabernet-wine-cask-finished/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Rogue Ale & Spirits,"Newport, OR",Rogue Oregon Single Malt,own_make,,FALSE,FALSE,American Single Malt,5 Years,,,80,40.0,100% malted barley (cherry- and alder wood-smoked; Rogue Farms),New American Oak (Char 3; ocean-aged Newport OR),,https://www.caskers.com/rogue-spirits-oregon-single-malt-whiskey/; https://whiskeyreviewer.com/2018/09/rogue-oregon-single-malt-whiskey-review/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Stranahan's Colorado Whiskey,"Denver, CO",Stranahan's Original,own_make,,FALSE,FALSE,American Single Malt,,,,94,47.0,100% malted barley (Rocky Mountain spring water),New American Oak (#3 char),,https://stranahans.com/whiskey/original/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Stranahan's Colorado Whiskey,"Denver, CO",Stranahan's Sherry Cask,own_make,,FALSE,FALSE,American Single Malt,7 Years,,,90,45.0,100% malted barley,Virgin American White Oak (primary aging),"Pedro Ximénez Sherry Cask (Andalusia, Spain)",https://stranahans.com/whiskey/sherry-cask/; https://whiskyadvocate.com/Stranahan-s-12-year-old-Mountain-Angel-Port-Wine-Cask-Aged-47-3,2026-06-27,http://whiskyadvocate.com/get/files/image/galleries/Stranahan%E2%80%99s-12-year-old-Mountain-Angel-Port-Wine-Cask-Aged-American-Single-Malt_300.png,american_single_malt_pacific_northwest
American Single Malt,Stranahan's Colorado Whiskey,"Denver, CO",Stranahan's Blue Peak,own_make,,FALSE,FALSE,American Single Malt,4 Years,,,86,43.0,100% malted barley,New American Oak (#3 char; 53-gallon; solera process in new American oak foeders),,https://stranahans.com/whiskey/blue-peak/; https://www.breakingbourbon.com/review/stranahans-blue-peak-single-malt-whiskey,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Stranahan's Colorado Whiskey,"Denver, CO",Stranahan's Mountain Angel 10 Year,own_make,,FALSE,FALSE,American Single Malt,10 Years,,Batch 4,90.2,45.1,100% malted barley,New American Oak,,https://stranahans.com/whiskey/mountain-angel-10-year/; https://www.tastings.com/Spirits-Review/Stranahans-10-Year-Old-Mountain-Angel-American-Single-Malt-Whiskey-Batch-No-4-USA-90-2-Proof-08-01-2024.aspx,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Stranahan's Colorado Whiskey,"Denver, CO",Stranahan's Mountain Angel 12 Year,own_make,,FALSE,FALSE,American Single Malt,12 Years,,,94.6,47.3,100% malted barley,New American Oak (primary aging; 10 years),Port Wine Casks (Portugal; 2 years; angel's share loss >80%),https://stranahans.com/whiskey/mountain-angel-12-year/; https://chipsliquor.com/products/stranahans-mountain-angel-12-year-old-colorado-single-malt-whiskey-aged-in-port-wine-casks,2026-06-27,http://chipsliquor.com/cdn/shop/files/Strahm12AngelWhiskey.jpg,american_single_malt_pacific_northwest
American Single Malt,Stranahan's Colorado Whiskey,"Denver, CO",Stranahan's Diamond Peak,own_make,,FALSE,FALSE,American Single Malt; Rum Cask Finish,,2024,,90,45.0,100% malted barley,New American Oak (primary; 6-9 years),Caribbean Rum Casks (Dominican Republic; Barbados; Martinique; 6 months to 2 years),https://stranahans.com/whiskey/diamond-peak/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Stranahan's Colorado Whiskey,"Denver, CO",Stranahan's Founder's Release,own_make,,FALSE,FALSE,American Single Malt; ; 20th Anniversary,12 Years,,,120,60.0,100% malted barley,Charred New American White Oak (primary; 8-11 years),Ex-Bourbon Casks + Ex-Blonde Ale Casks (1-4 years),https://stranahans.com/whiskey/; https://theliquorbarn.com/products/stranahans-founders-release-12-year-750ml,2026-06-27,http://theliquorbarn.com/cdn/shop/files/StranahansFounder_sRelease12Year750ML.webp,american_single_malt_pacific_northwest
American Single Malt,Stranahan's Colorado Whiskey,"Denver, CO",Stranahan's Single Barrel,own_make,,FALSE,TRUE,American Single Malt,,,,,,100% malted barley,New American Oak (varies by cask selection),,https://stranahans.com/whiskey/single-barrel/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Laws Whiskey House,"Denver, CO",Laws MOSAIC,own_make,,FALSE,FALSE,American Single Malt; ; ORIGINS Series,NAS,,,110,55.0,100% malted barley (toasted malt; Colorado-grown four-row Scottish barley; oak-smoked malt; peat-smoked malt; chocolate malt; crystal malt),New American Oak (#3 char); Used San Luis Valley Rye Casks; Re-barreled Laws Brandy Casks; French Oak Armagnac Barrel,,https://lawswhiskeyhouse.com/introducing-mosaic-the-newest-expression-in-our-origins-series/; https://lawswhiskeyhouse.com/our-whiskeys/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Hogback Distillery,"Boulder, CO",Hogback Peat Smoked Straight Malt Whiskey,own_make,,FALSE,FALSE,American Single Malt,,,,100,50.0,100% Scottish peated malted barley,Virgin Oak (new),,https://www.hogbackdistillery.com/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Ironton Distillery,"Denver, CO",Ironton Bottled in Bond Single Malt Whiskey,own_make,,FALSE,FALSE,American Single Malt,4 Years,,,100,50.0,100% malted barley (Troubador Maltings),New Adirondack Oak (#2 char; 53-gallon),,https://www.irontondistillery.com/bib-singlemalt,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Ironton Distillery,"Denver, CO",Ironton CAM's 1870 Straight Single Malt Whiskey,own_make,,FALSE,FALSE,American Single Malt; ; Colorado State University Collaboration,,,,87,43.5,100% malted barley (Northern Colorado; malted in Fort Collins),New American Oak (#2 char),,https://www.irontondistillery.com/coloradostate; https://csurams.com/news/2024/10/22/general-ironton-distillery-colorado-state-announces-cams-1870-straight-single-malt-whiskey,2026-06-28,NULL,american_single_malt_pacific_northwest
American Single Malt,Root Shoot Spirits,"Loveland, CO",Root Shoot Bottled in Bond American Single Malt Whiskey,own_make,,FALSE,FALSE,American Single Malt,4 Years,,,100,50.0,100% Colorado-grown malted barley,First-Use Medium Char American Oak,,https://www.rootshootspirits.com/; https://www.bevnet.com/spirits/2023/from-field-to-bottle-colorado-maltsters-at-root-shoot-release-american-single-malt-whiskey/,2026-06-23,NULL,american_single_malt_pacific_northwest
American Single Malt,Root Shoot Spirits,"Loveland, CO",Root Shoot Spirits x Upslope Brewing Bottled in Bond American Single Malt Whiskey,own_make,,FALSE,FALSE,American Single Malt,4 Years,,,100,50.0,100% Colorado-grown malted barley,First-Use Medium Char American Oak (primary),Upslope Brewing Imperial Brown Ale Barrels,https://www.rootshootspirits.com/; https://www.winedispensary.com/products/root-shoot-spirits-x-upslope-brewing-bottled-in-bond-4-year-old-american-single-malt-whiskey-colorado-usa,2026-06-27,http://www.winedispensary.com/cdn/shop/files/Root_Shoot_Spirits_x_Upslope_Brewing_Bottled_in_Bond_4_Year_Old_American_Single_Malt_Whiskey_Colorado.png,american_single_malt_pacific_northwest
