spirit_type,distillery,distillery_location,spirit_name,producer_type,producer_brand,is_ndp,is_template,special_designation,age_statement,vintage,batch_lot,proof,abv,mash_bill,barrel_type,cask_finish,tasting_notes,source_urls,last_verified,label_image_url,cohort
Brandy,Nonino,"Percoto, Italy",Nonino,own_make,NULL,FALSE,FALSE,Pomace Brandy; Riserva; I Vigneti Monovitigno Il Prosecco Riserva in barriques,NAS,NULL,NULL,NULL,NULL,NULL,Barriques,NULL,Single-variety Prosecco (Glera) grappa aged in barriques.,https://www.masterofmalt.com/grappa/nonino/nonino-grappa-i-vigneti-monovitigno-il-prosecco-riserva-in-barriques-grappa/,2026-06-26,NULL,brandy_italy
Brandy,Nonino,"Percoto, Italy",Nonino,own_make,NULL,FALSE,FALSE,Pomace Brandy; Riserva; 8 anni in barriques,8 Years,NULL,NULL,86.0,43.0,NULL,"Limousin, Nevers and ex-Sherry barrels",NULL,"Blend of Monovitigno grappas (Moscato, Friulano, Merlot, Schioppettino) aged 8 years in small oak/ex-Sherry barrels; hand-numbered.",https://www.largazzettadelvino.com/en/nonino-grappa-riserva-8-anni-in-barriques.html; https://www.bindella.ch/it/nostri-vini/grappa-riserva-8-years-8-jahre-barrique-524,2026-06-26,https://cdn.shoplightspeed.com/shops/642870/files/28873931/nonino-grappa-riserva-8-anni-in-barriques-43.jpg,brandy_italy
Brandy,Nonino,"Percoto, Italy",Nonino,own_make,NULL,FALSE,FALSE,Pomace Brandy; Riserva; AnticaCuvée aged 5 years in barriques,5 Years,NULL,NULL,86.0,43.0,NULL,Limousin/Nevers/Grésigne oak and ex-Sherry casks,NULL,"Blend of grappas from fresh pomace aged 5 to 20 years in barriques and small casks; amber, spices, brioche, orange, candied fruit; warm, velvety, persistent.",https://www.grappanonino.it/en/grappa-en/anticacuvee-riserva-5-years/,2026-06-13,https://www.grappanonino.it/app/uploads/2016/12/anticacuvee-riserva-aged-5-years.jpg,brandy_italy
Brandy,Nonino,"Percoto, Italy",Nonino,own_make,NULL,FALSE,FALSE,Pomace Brandy; Tradizione,NAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://www.grappanonino.it/en/grappa-en/,2026-06-26,NULL,brandy_italy
Brandy,Nonino,"Percoto, Italy",Nonino,own_make,NULL,FALSE,FALSE,Pomace Brandy; Cru Monovitigno; Picolit,NAS,NULL,Numbered limited edition,100.0,50.0,NULL,NULL,NULL,Single-variety grappa from rare Picolit pomace; flagship Cru Monovitigno bottled in numbered hand-blown spherical flasks.,https://www.grappanonino.it/en/grappa-en/picolit-cru-the-legendary-grappa/; https://www.blackwellswines.com/products/nonino-grappa-cru-monovitigno-picolit,2026-06-28,NULL,brandy_italy
Brandy,Nonino,"Percoto, Italy",Nonino,own_make,NULL,FALSE,FALSE,Pomace Brandy; Cru Monovitigno; Pignolo,NAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single-variety grappa from rare Pignolo pomace; Cru Monovitigno line.,https://www.grappanonino.it/en/grappa-en/pignolo-cru/,2026-06-13,https://www.grappanonino.it/app/uploads/2025/04/pignolo-cru-menu-450x750.jpg,brandy_italy
Brandy,Nonino,"Percoto, Italy",Nonino,own_make,NULL,FALSE,FALSE,Pomace Brandy; Gran Riserva; Cru Monovitigno Schioppettino aged 20 years in Sherry cask,20 Years,NULL,Single cask,NULL,NULL,NULL,Ex-Sherry single cask,NULL,Single-cask Schioppettino grappa aged 20 years in Sherry cask; vintage-dated Gran Riserva.,https://www.grappanonino.it/en/grappa-en/grappa-nonino-gran-riserva-cru-monovitigno-schioppettino-aged-20-years-in-sherry-cask/,2026-06-13,https://www.grappanonino.it/app/uploads/2024/09/20-anni-menu-450x750.jpg,brandy_italy
Brandy,Nonino,"Percoto, Italy",Nonino,own_make,NULL,FALSE,FALSE,Eau-de-vie; ÙE Acquavite d'uva; Uvabianca,NAS,NULL,NULL,76.0,38.0,NULL,NULL,NULL,"Grape spirit (whole-grape distillate) from Malvasia Bianca and Ribolla Gialla; fresh, fragrant, crystalline, slightly aromatic.",https://www.grappanonino.it/en/ue-lacquavite-duva-en/uvabianca/; https://malva.si/en/products/nonino-grappa-ue-monovitigni-uva-bianca-38-vol-0-7l-in-giftbox,2026-06-26,http://malva.si/cdn/shop/files/dd7da85e7c178c2170c04cc5eb276b9a_1200x1200.jpg,brandy_italy
Brandy,Nonino,"Percoto, Italy",Nonino,own_make,NULL,FALSE,FALSE,Eau-de-vie; ÙE Acquavite d'uva; Riserva Nonino 14 Years,14 Years,NULL,NULL,NULL,NULL,NULL,Barriques/small casks,NULL,"Aged grape spirit (acquavite d'uva) Riserva, 14 years in wood.",https://www.grappanonino.it/en/ue-lacquavite-duva-en/riserva-nonino-14-years/,2026-06-26,https://www.grappanonino.it/app/uploads/2016/12/riserva-nonino-14-years.jpg,brandy_italy
Brandy,Nonino,"Percoto, Italy",Nonino,own_make,NULL,FALSE,FALSE,Eau-de-vie; ÙE Acquavite d'uva; Gran Riserva Cru Monovitigno Verduzzo Friulano aged 30 years,30 Years,NULL,Single cask,NULL,NULL,NULL,Single cask,NULL,"Vintage-dated single-cask grape spirit from Verduzzo Friulano, aged 30 years.",https://www.grappanonino.it/en/ue-lacquavite-duva-en/gran-riserva-nonino-ue-cru-monovitigno-verduzzo-friulano-aged-30-years/,2026-06-13,https://www.grappanonino.it/app/uploads/2024/09/30-anni-verduzzo-menu-450x750.jpg,brandy_italy
Brandy,Nonino,"Percoto, Italy",Nonino,own_make,NULL,FALSE,FALSE,Eau-de-vie; ÙE Acquavite d'uva; Riserva Cru Monovitigno Schioppettino aged 18 years Single Cask,18 Years,NULL,Single cask,NULL,NULL,NULL,Single cask,NULL,"Vintage-dated single-cask grape spirit from Schioppettino, aged 18 years.",https://www.grappanonino.it/en/ue-lacquavite-duva-en/riserva-nonino-grape-distillate-ue-monovitigno-schioppettino-aged-18-years-single-cask/,2026-06-13,https://www.grappanonino.it/app/uploads/2023/09/riserva-nonino-18-years-menu-450x750.jpg,brandy_italy
Brandy,Nonino,"Percoto, Italy",Nonino,own_make,NULL,FALSE,FALSE,Eau-de-vie; ÙE Acquavite d'uva; Gran Riserva 12 anni,12 Years,NULL,NULL,NULL,NULL,NULL,Barriques/small casks,NULL,"Aged grape spirit Gran Riserva, 12 years in wood.",https://www.grappanonino.it/en/ue-lacquavite-duva-en/gran-riserva-12-anni/,2026-06-13,https://www.grappanonino.it/app/uploads/2021/05/12-anni-menu-450x750.jpg,brandy_italy
Brandy,Distillerie Berta,"Mombaruzzo, Italy",Berta,own_make,NULL,FALSE,FALSE,Pomace Brandy; Tre Soli Tre; di Nebbiolo da Barolo,NAS,NULL,NULL,90.0,45.0,NULL,Oak barriques,NULL,Aged grappa from Nebbiolo da Barolo pomace; flagship of the Berta range.,https://lavinotheque.com/spirits/6980-tre-soli-tre-bric-del-gaian-and-roccanivo.html; https://italianwineselection.com/8-dessert/cassetta-le-tre-selezioni-grappa-berta-tresolitre-bric-del-gaian-roccanivo/,2026-06-26,http://italianwineselection.com/cdn/shop/files/la-cassetta-tre-selezioni-Grappa-Berta.jpg,brandy_italy
Brandy,Distillerie Berta,"Mombaruzzo, Italy",Berta,own_make,NULL,FALSE,FALSE,Pomace Brandy; Roccanivo; di Barbera d'Asti,NAS,NULL,NULL,90.0,45.0,NULL,Oak barriques,NULL,Aged grappa from Barbera d'Asti pomace.,https://lavinotheque.com/spirits/6980-tre-soli-tre-bric-del-gaian-and-roccanivo.html; https://italianwineselection.com/8-dessert/cassetta-le-tre-selezioni-grappa-berta-tresolitre-bric-del-gaian-roccanivo/,2026-06-26,http://italianwineselection.com/cdn/shop/files/la-cassetta-tre-selezioni-Grappa-Berta.jpg,brandy_italy
Brandy,Distillerie Berta,"Mombaruzzo, Italy",Berta,own_make,NULL,FALSE,FALSE,Pomace Brandy; Bric del Gaian; di Moscato d'Asti,NAS,NULL,NULL,90.0,45.0,NULL,Oak barriques,NULL,Aged aromatic grappa from Moscato d'Asti pomace.,https://lavinotheque.com/spirits/6980-tre-soli-tre-bric-del-gaian-and-roccanivo.html; https://italianwineselection.com/8-dessert/cassetta-le-tre-selezioni-grappa-berta-tresolitre-bric-del-gaian-roccanivo/,2026-06-26,http://italianwineselection.com/cdn/shop/files/la-cassetta-tre-selezioni-Grappa-Berta.jpg,brandy_italy
Brandy,Distillerie Berta,"Mombaruzzo, Italy",Berta,own_make,NULL,FALSE,FALSE,Pomace Brandy; Valdavi; di Moscato,NAS,NULL,NULL,80.0,40.0,NULL,Steel tanks (3-6 months),NULL,"Young aromatic grappa from Moscato pomace (Casalotto di Mombaruzzo); rested 3-6 months in steel; clear, crystalline, soft and aromatic. Base/young series (some markets list 43%).",https://www.obsequium.it/en/spirits/grappa/berta-valdavi-grappa-moscato/; https://www.myspirits.ch/berta-valdavi-grappa-07-liter.html; https://karadarshop.com/en/distillates-grappa-and-liqueurs/moscato-valdavi-40-berta-distillery,2026-06-26,https://www.obsequium.it/utenti/obsequium_it/cache/_pics/4/3/progetto-senza-titolo-28-2_5738d7aa8925b39994916c8ffc3352dc_t.webp,brandy_italy
Brandy,Distillerie Berta,"Mombaruzzo, Italy",Berta,own_make,NULL,FALSE,FALSE,Pomace Brandy; Casalotto; di Nebbiolo,NAS,NULL,NULL,NULL,NULL,NULL,Oak barrels,NULL,"Aged grappa from Nebbiolo pomace, named for the Casalotto di Mombaruzzo estate where Berta is based.",https://ssg-trading.de/destillerien/berta-grappa/; https://distillerie.it/bocchino/,2026-06-26,https://ssg-trading.de/wp-content/uploads/brand_berta_black_kl.png,brandy_italy
Brandy,Marolo (Distilleria Santa Teresa),"Alba, Italy",Marolo,own_make,NULL,FALSE,FALSE,Pomace Brandy; di Barolo; 9 anni,9 Years,NULL,NULL,100.0,50.0,NULL,Small oak barrels,NULL,"Grappa from fresh Nebbiolo (Barolo DOCG) pomace; aromatic, deep, complex with vanilla, cinnamon, tobacco from long aging.",https://www.callmewine.com/en/grappa-barolo-marolo-9-anni-P6496.htm; https://www.marolo.com/us/le-classiche/grappa-di-barolo.html,2026-06-26,https://cdn.shopify.com/s/files/1/0650/4356/2708/files/32571_3a8d863c-ee74-424f-bb77-dfd4d9b53442.jpg,brandy_italy
Brandy,Marolo (Distilleria Santa Teresa),"Alba, Italy",Marolo,own_make,NULL,FALSE,FALSE,Pomace Brandy; di Barolo; 12 anni,12 Years,NULL,NULL,100.0,50.0,NULL,Small oak barrels,NULL,Grappa from Nebbiolo (Barolo) pomace aged 12 years in small oak barrels.,https://www.marolo.com/it/prodotti/le-classiche/; https://www.callmewine.com/en/winery/marolo-distilleria-santa-teresa-B772.htm,2026-06-28,NULL,brandy_italy
Brandy,Marolo (Distilleria Santa Teresa),"Alba, Italy",Marolo,own_make,NULL,FALSE,FALSE,Pomace Brandy; di Barolo; 20 anni Riserva,20 Years,NULL,NULL,100.0,50.0,NULL,Small oak barrels,NULL,"Long-aged Barolo grappa Riserva (Le Grandi Riserve), 20 years in small oak.",https://www.cantina-online.com/en/home/4305-marolo-grappa-di-barolo-20-anni-distilleria-santa-teresa-fratelli-marolo-070-l-7438649127988.html; https://www.diffordsguide.com/beer-wine-spirits/4265/marolo-le-grandi-riserve-barolo,2026-06-26,https://www.cantina-online.com/21844-large_default/marolo-grappa-di-barolo-20-anni-distilleria-santa-teresa-fratelli-marolo-070-l.jpg,brandy_italy
Brandy,Marolo (Distilleria Santa Teresa),"Alba, Italy",Marolo,own_make,NULL,FALSE,FALSE,Pomace Brandy; di Brunello di Montalcino,NAS,NULL,NULL,NULL,NULL,NULL,Small oak casks,NULL,Grappa distilled from the fermented pomace of Brunello di Montalcino (Sangiovese Grosso) from Tuscany.,https://www.callmewine.com/en/winery/marolo-distilleria-santa-teresa-B772.htm; https://www.diffordsguide.com/producers/1263/distilleria-santa-teresa-dei-elli-marolo-srl,2026-06-28,NULL,brandy_italy
Brandy,Marolo (Distilleria Santa Teresa),"Alba, Italy",Marolo,own_make,NULL,FALSE,FALSE,Pomace Brandy; di Moscato; Après 5 anni,5 Years,NULL,NULL,84.0,42.0,NULL,Ex-Moscato di Pantelleria casks,NULL,Grappa from Moscato pomace aged 5 years in small oak casks previously used for Moscato di Pantelleria.,https://www.diffordsguide.com/beer-wine-spirits/4233/marolo-grappa-di-moscato-apres-5-alba; https://www.marolo.com/it/prodotti/le-classiche/,2026-06-26,https://cdn.diffordsguide.com/bws/N4vy4Z/product-image/0/512x.webp,brandy_italy
Brandy,Marolo (Distilleria Santa Teresa),"Alba, Italy",Marolo,own_make,NULL,FALSE,FALSE,Pomace Brandy; Riserva; di Moscato Riserva Solera 6,6 Years,NULL,Solera,NULL,NULL,NULL,Solera oak casks,NULL,Solera-aged Moscato grappa riserva.,https://www.oril.it/distilleria-santa-teresa-dei-f-lli-marolo-grappa-di-moscato-riserva-solera-6-co.html,2026-06-26,NULL,brandy_italy
Brandy,Capovilla Distillati,"Rosà, Italy",Capovilla,own_make,NULL,FALSE,FALSE,Pomace Brandy; Monovarietal grappa (Barolo / Brunello),NAS,NULL,"Hand-labelled, wax-sealed",NULL,NULL,NULL,NULL,NULL,"Monovarietal grappas from pomace of famous estates (Gravner, Dal Forno, Soldera, Conterno); Barolo and Brunello expressions. ~375ml hand-labelled bottles.",https://www.winespectator.com/articles/capovilla-grappa; https://www.capovilladistillati.it/en/distillates-and-grappas/beer-distillates/; https://www.astrumwinecellars.com/producer/capovilla-distillati/,2026-06-28,NULL,brandy_italy
Brandy,Capovilla Distillati,"Rosà, Italy",Capovilla,own_make,NULL,FALSE,FALSE,Eau-de-vie; Albicocche (apricot distillate),NAS,NULL,"Hand-labelled, wax-sealed",82.0,41.0,NULL,NULL,NULL,"Eau-de-vie distilled from rare Vesuvian apricot in a bain-marie, cut with Monte Grappa spring water to 41%.",https://www.masterofmalt.com/eaux-de-vie/distillati-capovilla/capovilla-albicocche-eaux-de-vie/; https://www.wineenthusiast.com/culture/spirits/master-distiller-vittorio-capovilla/,2026-06-26,https://cdn11.bigcommerce.com/s-e8lbekfe7c/images/stencil/1024w/attribute_rule_images/1945_source_1778334046.jpg,brandy_italy
Brandy,Capovilla Distillati,"Rosà, Italy",Capovilla,own_make,NULL,FALSE,FALSE,"Eau-de-vie; fruit distillates (pear / apple / cherry / peach, heirloom varieties)",NAS,NULL,"Hand-labelled, wax-sealed",80.0,40.0,NULL,NULL,NULL,"~50 different fruit eaux-de-vie per year from wild/heirloom fruit (6-7 ancient pear varieties, multiple cherry/apple/peach varieties); diluted from ~75% to ~40% with unmineralized spring water.",https://www.astrumwinecellars.com/producer/capovilla-distillati/; https://www.wineenthusiast.com/culture/spirits/master-distiller-vittorio-capovilla/; https://venetosecrets.com/en/products/capovilla/,2026-06-28,NULL,brandy_italy
Brandy,Nardini (Bortolo Nardini),"Bassano del Grappa, Italy",Nardini,own_make,NULL,FALSE,FALSE,Pomace Brandy; Grappa Bianca,NAS,NULL,NULL,100.0,50.0,NULL,NULL,NULL,White grappa from a careful selection of de-stemmed multi-grape pomace.,https://www.vino.com/en/dettaglio/grappa-bianca-nardini.html; https://bottleofitaly.com/en-us/products/grappa-bianca-100cl-nardini,2026-06-26,https://resources.vino.com/data/offertaImmaginePiccola/offertaImmaginePiccola-41681.jpg,brandy_italy
Brandy,Nardini (Bortolo Nardini),"Bassano del Grappa, Italy",Nardini,own_make,NULL,FALSE,FALSE,Pomace Brandy; Riserva 7 anni; Selezione Bortolo Nardini,7 Years,NULL,NULL,90.0,45.0,NULL,Slavonian oak barrels,NULL,"Blend of the smoothest, most fragrant grappas aged a minimum of 7 years in Slavonian oak.",https://www.nardini.it/product/19646757/grappa-riserva-7-anni-selezione-bortolo-nardini?lang=en_US; https://www.winebow.com/our-brands/nardini/nardini-grappa-riserva-anni-7-years/nv,2026-06-26,http://egress.storeden.net/jpg/6a390161be7ea05d6832725e/file.jpg,brandy_italy
Brandy,Nardini (Bortolo Nardini),"Bassano del Grappa, Italy",Nardini,own_make,NULL,FALSE,FALSE,Pomace Brandy; Riserva 15 anni; Selezione Bortolo Nardini,15 Years,NULL,NULL,90.0,45.0,NULL,Slavonian oak barrels,NULL,Blend of grappas aged a minimum of 15 years in Slavonian oak.,https://www.nardini.it/product/19646758/grappa-riserva-15-anni-selezione-bortolo-nardini?lang=en_US; https://lenezdansleverre.com/en/spirits/947-b-nardini-grappa-riserva-50.html,2026-06-26,http://egress.storeden.net/jpg/6a3900ee00f220706fdc1edd/file.jpg,brandy_italy
Brandy,Poli Distillerie (Jacopo Poli),"Schiavon, Italy",Sarpa,own_make,NULL,FALSE,FALSE,Pomace Brandy; Sarpa di Poli (young),NAS,NULL,NULL,80.0,40.0,NULL,NULL,NULL,"Young classic grappa, steam-distilled from Merlot and Cabernet pomace; robust, almost rustic, grassy notes, wine and red flowers (geranium, rose, violet).",https://www.poligrappa.com/eng/grappas/sarpa,2026-06-13,https://www.poligrappa.com/backend/prodotti/img_upload/img_dett/grappa_sarpa_di_poli_30.jpg,brandy_italy
Brandy,Poli Distillerie (Jacopo Poli),"Schiavon, Italy",Sarpa,own_make,NULL,FALSE,FALSE,Pomace Brandy; Barrique; Sarpa Oro di Poli,NAS,NULL,NULL,80.0,40.0,NULL,225-litre French oak barrels,NULL,Sarpa from Merlot and Cabernet pomace aged ~4 years in French oak barriques.,https://www.poligrappa.com/eng/grappas/sarpa-barrique; https://distiller.com/spirits/sarpa-barrique-di-poli,2026-06-26,NULL,brandy_italy
Brandy,Poli Distillerie (Jacopo Poli),"Schiavon, Italy",Po' di Poli,own_make,NULL,FALSE,FALSE,Pomace Brandy; Po' di Poli Morbida,NAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aromatic young grappa, bain-marie distilled; 'Morbida' (soft) expression of the Po' di Poli line.",https://www.poligrappa.com/eng/grappas/po-di-poli-morbida,2026-06-26,NULL,brandy_italy
Brandy,Poli Distillerie (Jacopo Poli),"Schiavon, Italy",Po' di Poli,own_make,NULL,FALSE,FALSE,Pomace Brandy; Po' di Poli Aromatica,NAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aromatic young grappa, bain-marie distilled; 'Aromatica' expression of the Po' di Poli line.",https://www.poligrappa.com/eng/grappas/po-di-poli-aromatica,2026-06-26,NULL,brandy_italy
Brandy,Poli Distillerie (Jacopo Poli),"Schiavon, Italy",Po' di Poli,own_make,NULL,FALSE,FALSE,Pomace Brandy; Po' di Poli Secca,NAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Secca' (dry) expression of the Po' di Poli aromatic grappa line.,https://www.poligrappa.com/eng/grappas/po-di-poli-secca,2026-06-26,NULL,brandy_italy
Brandy,Poli Distillerie (Jacopo Poli),"Schiavon, Italy",Po' di Poli,own_make,NULL,FALSE,FALSE,Pomace Brandy; Po' di Poli Elegante,NAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Elegante' expression of the Po' di Poli aromatic grappa line.,https://www.poligrappa.com/eng/grappas/po-di-poli-elegante,2026-06-26,NULL,brandy_italy
Brandy,Poli Distillerie (Jacopo Poli),"Schiavon, Italy",Cleopatra,own_make,NULL,FALSE,FALSE,Pomace Brandy; Cleopatra Moscato Oro,NAS,NULL,NULL,NULL,NULL,NULL,Oak (aged Oro),NULL,"Aged grappa from Moscato Fior d'Arancio and Moscato Bianco (Euganean Hills), Crysopea vacuum bain-marie still; amber, flowery meadow, fresh fruit, citrus, honey, pastry.",https://www.poligrappa.com/eng/grappas/cleopatra-moscato-oro; https://www.callmewine.com/en/grappa-moscato-cleopatra-jacopo-poli-P6322.htm,2026-06-26,https://cdn.shopify.com/s/files/1/0650/4356/2708/files/6125_f1f65f0e-d43f-40e4-8e86-e3678f98cc2b.jpg,brandy_italy
Brandy,Poli Distillerie (Jacopo Poli),"Schiavon, Italy",Cleopatra,own_make,NULL,FALSE,FALSE,Pomace Brandy; Cleopatra Amarone Oro,NAS,NULL,NULL,NULL,NULL,NULL,Oak (aged Oro),NULL,"Aged grappa from Corvina, Rondinella and Molinara pomace (Amarone della Valpolicella); amber, dried fruit, vanilla, cocoa.",https://www.poligrappa.com/eng/grappas/cleopatra-amarone-oro; https://www.vino.com/en/dettaglio/grappa-amarone-oro-cleopatra-astucciato-poli-distillerie.html,2026-06-26,https://resources.vino.com/data/offertaImmaginePiccola/offertaImmaginePiccola-12522.jpg,brandy_italy
Brandy,Poli Distillerie (Jacopo Poli),"Schiavon, Italy",Poli Barrique,own_make,NULL,FALSE,FALSE,Pomace Brandy; Barrique; Solera di Famiglia,NAS,NULL,Solera,NULL,NULL,NULL,Barriques (solera),NULL,Solera di Famiglia barrique-aged grappa (Gold line).,https://www.poligrappa.com/eng/grappas/poli-barrique; https://www.winebow.com/our-brands/poli-distillery/barrique/,2026-06-26,NULL,brandy_italy
Brandy,Distilleria Bocchino,"Canelli, Italy",Bocchino,own_make,NULL,FALSE,FALSE,Pomace Brandy; Sigillo Nero,NAS,NULL,NULL,80.0,40.0,NULL,Slavonian oak casks (5000 L),NULL,"Aged grappa from selected red pomace (Barbera d'Asti, Dolcetto d'Alba, Nebbiolo), 12 months in large Slavonian oak; delicate aroma, fragrant, dry, clean.",https://bocchino.com/products/grappa-sigillo-nero; https://www.ferrowine.it/grappe-e-distillati-di-frutta/6754-grappa-bocchino-sigillo-nero-cl-70.html,2026-06-26,https://www.ferrowine.it/3391-virtual_product_header/grappa-bocchino-sigillo-nero-cl-70.jpg,brandy_italy
Brandy,Distilleria Bocchino,"Canelli, Italy",Bocchino,own_make,NULL,FALSE,FALSE,Pomace Brandy; Cantine Privée,NAS,NULL,NULL,NULL,NULL,NULL,Oak casks,NULL,Premium aged grappa line from Bocchino (Canelli).,https://bocchino.com/en/pages/la-nostra-distilleria; https://distillerie.it/bocchino/,2026-06-28,NULL,brandy_italy
Brandy,Distilleria Sibona (Antica Distilleria),"Piobesi d'Alba, Italy",Sibona,own_make,NULL,FALSE,FALSE,Pomace Brandy; di Barolo,NAS,NULL,NULL,80.0,40.0,NULL,Small wooden barrels,NULL,"Single-varietal grappa from fresh Nebbiolo (Barolo) marc, continuous distillation, aged in small wooden barrels.",https://www.distilleriasibona.it/en/the-distillery/; https://www.tasteatlas.com/distilleria-sibona-la-grappa-di-barolo,2026-06-26,https://cdn.tasteatlas.com/images/products/8ed4bfe648044b238ed18a3a4d3f155e.png,brandy_italy
Brandy,Distilleria Sibona (Antica Distilleria),"Piobesi d'Alba, Italy",Sibona,own_make,NULL,FALSE,FALSE,Pomace Brandy; di Barolo Invecchiata; vintage,NAS,2010,"Jahrgang 2010, bottled 2022",88.0,44.0,NULL,Wooden barrels,NULL,"Vintage-dated aged Barolo grappa (2010 vintage, bottled 2022) at 44% ABV.",https://www.whiskyworld.de/p/sibona-grappa-di-barolo-invecchiata-jahrgang-2010-2022-x801_0006,2026-06-26,NULL,brandy_italy
