spirit_type,distillery,distillery_location,spirit_name,producer_type,producer_brand,is_ndp,is_template,special_designation,age_statement,vintage,batch_lot,proof,abv,mash_bill,barrel_type,cask_finish,source_urls,last_verified,label_image_url,cohort
Rye,Koval Distillery,"Chicago, IL",Koval Rye Whiskey Bottled in Bond,own_make,NULL,FALSE,FALSE,"Straight Rye; Bonded, Certified Organic",NULL,NULL,NULL,100,50.0,100% organic rye,New charred oak (30-gallon),NULL,https://www.koval-distillery.com/whiskey/rye;https://www.breakingbourbon.com/bourbon-whiskey-press-releases/few-spirits-announces-few-rye-whiskey-bottled-in-bond,2026-06-27,https://cdn.prod.website-files.com/5ace2bae31f6d3c07d267cb9/63348ce018a2282ee0d00b1e_Few-Rye-BiB-Press-Release-01.jpg,rye_other_states
Rye,Laws Whiskey House,"Denver, CO",Laws Whiskey House San Luis Valley Straight Rye Whiskey Bonded,own_make,NULL,FALSE,FALSE,"Straight Rye; Bonded, Colorado",7 Years,NULL,NULL,100,50.0,"100% heirloom rye (San Luis Valley, Colorado)",New charred American oak (53-gallon),NULL,https://lawswhiskeyhouse.com/our-whiskeys/;https://lawswhiskeyhouse.com/celebrating-the-journey-of-laws-bottled-in-bond-releases/,2026-06-27,https://lawswhiskeyhouse.com/wp-content/uploads/2024/05/Untitled-design-2024-05-10T121859.667-e1715365459656.png,rye_other_states
Rye,Laws Whiskey House,"Denver, CO",Laws Whiskey House Headwaters Series Rio Grande Rye,own_make,NULL,FALSE,FALSE,Straight Rye; ; Headwaters Series,NULL,2025,NULL,100,50.0,"100% heirloom rye (San Luis Valley, Colorado; blend of 5 barrels aged 4.5-8.2 yr)",New charred American oak (53-gallon),NULL,https://lawswhiskeyhouse.com/2025-laws-headwaters-series-rio-grande-edition/;https://www.fredminnick.com/2025/05/26/laws-whiskey-house-releases-rio-grande-rye/,2026-06-27,https://www.fredminnick.com/wp-content/uploads/2025/05/Laws-San-Luis-Valley-Rye-Rio-Grande-Edition-bottle.png,rye_other_states
Rye,Distillery 291,"Colorado Springs, CO",291 Colorado Small Batch Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; ; Aspen Wood Finished,NULL,NULL,NULL,101.7,50.85,61% malted rye / 39% corn,New charred American oak (10-gallon) with Aspen wood finishing staves,NULL,https://distillery291.com/whiskeys/;https://whiskeyconsensus.com/distillery-291-colorado-small-batch-rye-whiskey-review/,2026-06-28,NULL,rye_other_states
Rye,Distillery 291,"Colorado Springs, CO",291 Colorado Straight Rye Whiskey Barrel Proof,own_make,NULL,FALSE,TRUE,"Straight Rye; Single Barrel, Barrel Proof; Aspen Wood Finished",NULL,NULL,NULL,NULL,NULL,61% malted rye / 39% corn,New charred American oak with Aspen wood finishing staves,NULL,https://distillery291.com/colorado-straight-rye-whiskey-barrel-proof/;https://thebourbonculture.com/whiskey-reviews/distillery-291-barrel-proof-rye-whiskey-review/,2026-06-27,https://thebourbonculture.com/wp-content/uploads/2020/07/20190607_082929-scaled.jpg,rye_other_states
Rye,High West Distillery,"Wanship, UT",High West Double Rye!,blended,NULL,FALSE,FALSE,Straight Rye,NULL,NULL,NULL,92,46.0,Blend of 95% rye / 5% malted barley (MGP Indiana; 2+ yr) and 80% rye / 20% malted rye (High West own-make; 2-7 yr),New charred American oak,NULL,https://ship.highwest.com/products/double-rye;https://distiller.com/spirits/high-west-double-rye,2026-06-23,NULL,rye_other_states
Rye,High West Distillery,"Wanship, UT",High West Rendezvous Rye,blended,NULL,FALSE,FALSE,Straight Rye,NULL,NULL,NULL,92,46.0,Blend of 95% rye / 5% malted barley (MGP Indiana; 4-7 yr) and 80% rye / 20% malted rye (High West own-make; 4-7 yr),New charred American oak,NULL,https://ship.highwest.com/;https://thewhiskeywash.com/whiskey-styles/american-whiskey/whiskey-review-high-west-rendezvous-rye/,2026-06-23,NULL,rye_other_states
Rye,High West Distillery,"Wanship, UT",High West A Midwinter Night's Dram Act 12,blended,NULL,FALSE,FALSE,Straight Rye; Port Cask Finish; Annual Limited Release,NULL,2024,NULL,98.6,49.3,Blend of 95% rye / 5% barley malt (MGP Indiana) and 80% rye / 20% malted rye (High West own-make),New charred American oak (initial aging),Ruby and Tawny Port barrels,https://overproof.com/2024/10/08/high-west-releases-act-12-of-a-midwinter-nights-dram/;https://ship.highwest.com,2026-06-23,NULL,rye_other_states
Rye,High West Distillery,"Wanship, UT",High West A Midwinter Night's Dram Act 13,blended,NULL,FALSE,FALSE,Straight Rye; Port Cask Finish; Annual Limited Release,NULL,2025,NULL,98.6,49.3,Blend of 95% rye / 5% barley malt (MGP Indiana) and 80% rye / 20% malted rye (High West own-make),New charred American oak (initial aging),Ruby and Tawny Port barrels,https://thewhiskeywash.com/whiskey-news/high-west-launches-a-midwinter-nights-dram-act-13/;https://ship.highwest.com,2026-06-23,NULL,rye_other_states
Rye,WhistlePig Farm Distillery,"Shoreham, VT",WhistlePig FarmStock Beyond Bonded Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye,NULL,NULL,NULL,100.1,50.05,100% Danko Rye (estate grown),New charred Vermont estate oak,NULL,https://whistlepigwhiskey.com/,2026-06-23,NULL,rye_other_states
Rye,Templeton Distillery,"Templeton, IA",Templeton Single Barrel Cask Strength Straight Rye Whiskey,own_make,NULL,FALSE,TRUE,"Straight Rye; Single Barrel, Cask Strength; Iowa Own-Distillate",6 Years,NULL,NULL,NULL,NULL,95% rye / 5% malted barley,New charred American oak,NULL,https://templetonamericanwhiskey.com/products/single-barrel;https://www.prnewswire.com/news-releases/templeton-brings-it-home-first-single-barrel-rye-crafted-in-iowa-from-grain-to-glass-302599040.html,2026-06-23,NULL,rye_other_states
Rye,Roughstock Distillery,"Bozeman, MT",Roughstock Montana Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye,NULL,NULL,NULL,90,45.0,100% rye,New charred American oak,NULL,https://distiller.com/spirits/roughstock-montana-straight-rye-whiskey;https://explorebozeman.com/roughstock-distilling/,2026-06-27,https://explorebozeman.com/wp-content/uploads/roughstock-distillery.jpg,rye_other_states
Rye,Corsair Distillery,"Nashville, TN",Corsair Dark Rye,own_make,NULL,FALSE,FALSE,Straight Rye; ; TTB class: Rye Malt Whiskey (>51% malted rye),NAS,,,85,42.5,61% malted rye; 4% chocolate malted rye; 35% malted barley,New charred American oak,NULL,https://www.corsairdistillery.com/spirits/corsair-dark-rye/;https://thewhiskeywash.com/whiskey-styles/american-whiskey/whiskey-reviews-corsair-dark-rye-triple-smoke/,2026-06-23,NULL,rye_other_states
Rye,ASW Distillery,"Atlanta, GA",Resurgens Rye Malt Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; ; TTB class: Rye Malt Whiskey (100% malted rye),NAS,,,86,43.0,100% malted rye (96% standard malted rye; 4% chocolate malted rye),30-gallon and 53-gallon new charred American oak (barrel entry proof 110-115),NULL,https://www.aswdistillery.com/crafted-with-characters/2017/75/resurgens-rye-whiskey;https://cwspirits.com/products/resurgens-rye-malt-whiskey-750ml,2026-06-27,http://cwspirits.com/cdn/shop/files/asw-resurgens-rye-malt-whiskey-750ml-country-wine-and-spirits.png,rye_other_states
Rye,Rock Town Distillery,"Little Rock, AR",Arkansas Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; ; Current recipe (Batch 12+): 52% rye/38% corn/10% malted barley,NAS,,,92,46.0,52% rye; 38% corn; 10% malted barley,New charred American oak,NULL,https://www.rocktowndistillery.com/spirit/single-barrel-rye/;https://thewhiskeywash.com/whiskey-styles/american-whiskey/whiskey-review-round-up-rock-town-rye-whiskeys/,2026-06-23,NULL,rye_other_states
Rye,Rock Town Distillery,"Little Rock, AR",Arkansas Single Barrel Reserve Rye,own_make,NULL,FALSE,TRUE,Straight Rye; ; Single barrel,NAS,,,NULL,NULL,88% Arkansas-grown rye; 12% malted barley,15-gallon new charred American white oak (24-month seasoned staves),NULL,https://distiller.com/spirits/rock-town-arkansas-single-barrel-reserve-rye;https://thewhiskeywash.com/whiskey-styles/american-whiskey/whiskey-review-round-up-rock-town-rye-whiskeys/,2026-06-23,NULL,rye_other_states
Rye,Dry Diggings Distillery,"El Dorado Hills, CA",Rubicon Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; ; Direct-to-consumer only,2 Years,NULL,NULL,96,48.0,100% Rye,New charred American oak (primary); second handmade toasted/charred barrel (6-18 mo finish),NULL,https://www.drydiggings.com/bottles,2026-06-23,NULL,rye_other_states
Rye,Shadow Ridge Spirits,"Oceanside, CA",SR Distilled Hallman Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; ; 100% grain to glass,NULL,NULL,NULL,90,45.0,Rye; Wheat; Vienna Malt; Crystal Malt,NULL,NULL,https://www.srdistilled.com/our-spirits,2026-06-23,NULL,rye_other_states
Rye,Redwood Empire Whiskey,"Vallejo, CA",Emerald Giant Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye,NULL,NULL,NULL,NULL,NULL,94% Rye; 5% Malted Barley; 1% Wheat,New charred American oak,NULL,https://redwoodempirewhiskey.com/whiskey/emerald-giant-rye-whiskey/,2026-06-23,NULL,rye_other_states
Rye,Redwood Empire Whiskey,"Vallejo, CA",Emerald Giant Cask Strength Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; ; Cask strength,NULL,NULL,NULL,116.4,58.2,94% Rye; 5% Malted Barley; 1% Wheat,New charred American oak,NULL,https://redwoodempirewhiskey.com/whiskey/emerald-giant-cask-strength-rye-whiskey/,2026-06-23,NULL,rye_other_states
Rye,Redwood Empire Whiskey,"Vallejo, CA",Rocket Top Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,"Straight Rye; Bonded, current Batch 003",5 Years,NULL,NULL,100,50.0,87% Rye; 7% Malted Barley; 6% Wheat,New charred American oak,NULL,https://redwoodempirewhiskey.com/whiskey/rocket-top-straight-rye-whiskey/,2026-06-23,NULL,rye_other_states
Rye,Redwood Empire Whiskey,"Vallejo, CA",Van Duzen Small Lot Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; ; Small Lot Series,NULL,NULL,Batch 002,NULL,NULL,NULL,NULL,NULL,https://redwoodempirewhiskey.com/whiskey/van-duzen-small-lot-straight-rye-whiskey/,2026-06-23,NULL,rye_other_states
Rye,Redwood Empire Whiskey,"Vallejo, CA",Haystack Needle Single Barrel Rye,own_make,NULL,FALSE,TRUE,Straight Rye; ; Single barrel store-pick program,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://redwoodempirewhiskey.com/whiskey/haystack-single-barrel-whiskey/,2026-06-23,NULL,rye_other_states
Rye,Sonoma Distilling Company,"Rohnert Park, CA",Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; ; Double distilled copper pot,NULL,NULL,NULL,NULL,NULL,80% Rye (Dixon CA + Canada); 20% Malted Rye (UK),New charred American oak,NULL,https://sonomadistillingcompany.com/,2026-06-23,NULL,rye_other_states
Rye,Sonoma Distilling Company,"Rohnert Park, CA",Cherrywood Smoked Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; ; Cherrywood smoked malted barley in mash,NULL,NULL,NULL,NULL,NULL,Predominantly rye; Cherrywood Smoked Malted Barley,NULL,NULL,https://sonomadistillingcompany.com/,2026-06-23,NULL,rye_other_states
Rye,117 West Spirits,"Vista, CA",Rye Malt Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; ; California-grown grains,NULL,NULL,NULL,NULL,NULL,Two-row Barley; Malted Rye,NULL,NULL,https://www.117westspirits.com/store,2026-06-23,NULL,rye_other_states
Rye,Calistoga Depot Distillery,"Calistoga, CA",Fame & Misfortune Cask Strength Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; ; Angelica cask finish 7 months,NULL,NULL,NULL,121,60.5,NULL,NULL,Angelica cask (7 months),https://shopspirits.calistogadepot.com/collections/rye-whiskey,2026-06-23,NULL,rye_other_states
