spirit_type,distillery,distillery_location,spirit_name,producer_type,producer_brand,is_ndp,is_template,special_designation,age_statement,vintage,batch_lot,proof,abv,mash_bill,barrel_type,cask_finish,source_urls,last_verified,label_image_url,cohort
Rye,Sagamore Spirit,"Baltimore, MD",Sagamore Spirit Reserve Series Port Finish Rye Whiskey,sourced,NULL,FALSE,FALSE,Maryland Straight Rye; Maryland Straight Rye Whiskey; Limited Edition Reserve Series; Limited Edition,9+ yr (6 yr primary + 3 yr port finish),2023,NULL,103,51.5,Indiana rye mash bills (undisclosed blend; likely 95/5 + 51/45/4 from MGP),New charred American oak (primary),Boordy Vineyards port barrels (3 years),https://sagamorespirit.com/spirits/port-finish-rye-whiskey-2023/,2026-06-23,NULL,rye_northeast_mid_atlantic
Rye,Tenth Ward Distilling Company,"Frederick, MD",Tenth Ward Maryland Rye Whiskey,own_make,NULL,FALSE,FALSE,Maryland Straight Rye,NAS,NULL,NULL,90,45.0,100% malted rye (Frederick MD-grown and malted),New charred American oak,NULL,https://www.tenthwarddistilling.com/year-round-spirits/;https://vinoshipper.com/shop/tenth_ward_distilling_company/maryland_rye_105845,2026-06-27,http://storage.googleapis.com/cdn.vinoshipper.com/wine/9d5191fb-ce87-4009-b013-721c8616c462.jpg,rye_northeast_mid_atlantic
Rye,Old Line Spirits,"Baltimore, MD",Old Line Spirits 51 Rye Whiskey,own_make,NULL,FALSE,FALSE,Maryland Straight Rye;Monument City Brewing Collaboration;Limited Release,NAS,2024,NULL,102,51.0,NULL,New charred American oak (30-gallon #4 char),NULL,https://www.oldlinespirits.com/51-rye-whiskey/,2026-06-23,NULL,rye_northeast_mid_atlantic
Rye,New York Distilling Company,"Brooklyn, NY",Jaywalk Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,Empire Rye; New York State Spirit,6-8 yr,NULL,NULL,92,46.0,75% NY-grown rye (Field Race + Horton Heirloom) / 13% corn / 12% malted barley,New charred American oak,NULL,https://jaywalkrye.com/products/jaywalk-straight-rye/;https://www.nydistilling.com/spirits;https://robbreport.com/food-drink/spirits/new-york-distilling-company-jaywalk-rye-whiskey-review-1235518877/,2026-06-27,https://robbreport.com/wp-content/uploads/2024/02/Jaywalk-rye-whiskey-Gabi-Porter.jpg,rye_northeast_mid_atlantic
Rye,New York Distilling Company,"Brooklyn, NY",Jaywalk Straight Bonded Rye Whiskey,own_make,NULL,FALSE,FALSE,"Empire Rye; Bonded, Empire Rye",7 yr,NULL,NULL,100,50.0,75% NY-grown rye (Field Race + Horton Heirloom) / 13% corn / 12% malted barley,New charred American oak,NULL,https://jaywalkrye.com/products/jaywalk-bonded-rye/;https://www.nydistilling.com/spirits,2026-06-23,NULL,rye_northeast_mid_atlantic
Rye,New York Distilling Company,"Brooklyn, NY",Jaywalk Heirloom Rye,own_make,NULL,FALSE,FALSE,Empire Rye; Cask Strength; Limited Release,7 yr,NULL,NULL,115,57.5,75% NY-grown rye (Field Race + Horton Heirloom) / 13% corn / 12% malted barley,New charred American oak (53-gal char #3),NULL,https://jaywalkrye.com/;https://flaviar.com/blogs/flaviar-times/jaywalk-rye-brooklyns-distilling-spirit-rye-vived;https://www.pastemagazine.com/drink/whiskey/ny-distilling-co-jaywalk-straight-rye-whiskey-review-horton-rye-flavors-price,2026-06-28,NULL,rye_northeast_mid_atlantic
Rye,Tuthilltown Spirits,"Gardiner, NY",Hudson Manhattan Rye,own_make,NULL,FALSE,FALSE,Empire Rye,Less than 4 yr,NULL,NULL,92,46.0,100% NY-grown rye,New charred American oak,NULL,https://www.hudsonwhiskey.com/en-US/our-range/;https://thewhiskeywash.com/whiskey-styles/american-whiskey/whiskey-review-hudson-manhattan-rye/,2026-06-23,NULL,rye_northeast_mid_atlantic
Rye,Tuthilltown Spirits,"Gardiner, NY",Hudson Do The Rye Thing,own_make,NULL,FALSE,FALSE,Empire Rye; Kosher,3+ yr,NULL,NULL,92,46.0,95% NY-grown rye / 5% malted barley,New charred American oak,NULL,https://www.hudsonwhiskey.com/en-US/our-range/;https://www.caskers.com/hudson-whiskey-ny-do-the-rye-thing-rye-whiskey/,2026-06-27,https://cdn.caskers.com/catalog/product/cache/4f6989790ecdd0e389055fabaf312a4d/h/u/hudson-whiskey-ny-do-the-rye-thing-01.jpg,rye_northeast_mid_atlantic
Rye,Tuthilltown Spirits,"Gardiner, NY",Hudson Maple Cask Rye,own_make,NULL,FALSE,FALSE,Empire Rye,NAS,NULL,NULL,92,46.0,100% NY-grown rye,New charred American oak (primary),Maple syrup-cured whiskey barrel,https://www.hudsonwhiskey.com/en-US/our-range/;https://www.kandwliquor.com/spirits/Tuthilltown-Spirits-Hudson-Maple-Cask-Rye-Whiskey-w09695400c,2026-06-28,NULL,rye_northeast_mid_atlantic
Rye,Finger Lakes Distilling,"Burdett, NY",McKenzie Rye Whiskey,own_make,NULL,FALSE,FALSE,Empire Rye,4 yr minimum,NULL,NULL,91,45.5,80% rye / 20% malted barley,New charred American oak,Local NY winery sherry barrel finish,https://fingerlakesdistilling.com/products/;https://www.skurnik.com/sku/mckenzie-rye-whiskey/,2026-06-27,https://www.skurnik.com/wp-content/uploads/1980/06/mckenzie-rye-whiskey-finger-lakes-distilling-strapped-325x1024.png,rye_northeast_mid_atlantic
Rye,Finger Lakes Distilling,"Burdett, NY",McKenzie Bottled-in-Bond Empire Rye,own_make,NULL,FALSE,FALSE,"Empire Rye; Bonded, Empire Rye",4 yr,NULL,NULL,100,50.0,NULL,New charred American oak,NULL,https://fingerlakesdistilling.com/products/;https://www.newyorkcraftspirits.com/products/finger-lakes-distilling-mckenzie-rye-whiskey,2026-06-27,http://www.newyorkcraftspirits.com/cdn/shop/products/2ShopifyNYCS2048x2048copy_052ecf89-ae3c-48fd-aaf4-c6938dff22ae_1200x1200.png,rye_northeast_mid_atlantic
Rye,StilltheOne Distillery,"Port Chester, NY",StilltheOne Westchester Rye Whiskey No. 4,own_make,NULL,FALSE,FALSE,Empire Rye,NAS,NULL,NULL,90,45.0,100% NY-grown rye,New charred American oak (char #4),NULL,https://thewhiskeywash.com/whiskey-styles/american-whiskey/whiskey-review-stilltheone-westchester-rye-whiskey-no-4/;https://westchestermagazine.com/food/wine-spirits/you-need-to-try-this-game-changing-westchester-themed-whiskey-line/,2026-06-23,NULL,rye_northeast_mid_atlantic
Rye,Widow Jane Distillery,"Brooklyn, NY",Widow Jane Paradigm Rye,blended,NULL,FALSE,FALSE,"Straight Rye; Blended, Non-Chill Filtered",NAS,NULL,NULL,93,46.5,Red Hook distilled rye blended with hand-selected Kentucky and Indiana rye (specific percentages undisclosed),New charred American oak (sourced); Used oak (sourced component),NULL,https://widowjane.com/whiskey/paradigm-rye/;https://www.breakingbourbon.com/review/widow-jane-paradigm-rye-batch-28,2026-06-27,https://cdn.prod.website-files.com/5ace2bae31f6d3c07d267cb9/6548f0bdb007f2602d0f09e6_Widow-Jane-Paradigm-Rye-B28-01.jpg,rye_northeast_mid_atlantic
Rye,Black Button Distilling,"Rochester, NY",Black Button Empire Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,Empire Rye; New York Straight Rye Whiskey,2 yr minimum,NULL,NULL,84,42.0,95% NY-grown rye / 5% NY malted barley,New charred American oak,NULL,https://blackbuttondistilling.com/;https://thewhiskeywash.com/reviews/whiskey-reviews-black-button-empire-rye-pre-prohibition-style-straight-bourbon/;https://distiller.com/spirits/black-button-straight-rye-whiskey,2026-05-27,NULL,rye_northeast_mid_atlantic
Rye,Coppersea Distilling,"New Paltz, NY",Coppersea Excelsior Empire Straight Rye Whisky,own_make,NULL,FALSE,FALSE,Empire Rye,2 yr minimum,NULL,NULL,96,48.0,80% rye / 20% malted barley (Hudson Valley grain),New charred American oak (barrel entry ≤105 pr),NULL,https://coppersea.com/;https://www.caskers.com/coppersea-excelsior-empire-straight-rye-whisky/,2026-06-27,https://cdn.caskers.com/catalog/product/cache/4f6989790ecdd0e389055fabaf312a4d/c/o/coppersea-excelsior-empire-straight-rye-whisky_1_2.jpg,rye_northeast_mid_atlantic
Rye,Coppersea Distilling,"New Paltz, NY",Coppersea Green Malt Rye,own_make,NULL,FALSE,FALSE,Pennsylvania Straight Rye,NAS,NULL,NULL,90,45.0,100% green-malted rye (unkilned rye malt),New charred American oak,NULL,https://coppersea.com/;https://stagecoachliquor.com/product/coppersea-green-malt-rye-whiskey/;https://distiller.com/spirits/coppersea-new-york-green-malt-rye,2026-06-23,NULL,rye_northeast_mid_atlantic
Rye,Kings County Distillery,"Brooklyn, NY",Kings County Empire Rye,own_make,NULL,FALSE,FALSE,Empire Rye; New York City Straight Rye Whiskey,2 yr minimum,NULL,NULL,102,51.0,80% NY Danko rye / 20% English malted barley,"New charred American oak (10, 15, and 53-gallon)",NULL,https://distiller.com/spirits/kings-county-empire-rye;https://www.kingscountydistillery.com/;https://manofmany.com/culture/drinks/kings-county-distillery-empire-rye,2026-06-27,https://manofmany.com/wp-content/uploads/2022/12/Kings-County-Empire-Rye-whiskey-3.png,rye_northeast_mid_atlantic
Rye,Kings County Distillery,"Brooklyn, NY",Kings County Barrel Strength Empire Rye,own_make,NULL,FALSE,TRUE,Empire Rye; Barrel Strength; Annual Vintage Release,3-7 yr,NULL,NULL,NULL,NULL,80% NY Danko rye / 20% English malted barley,"New charred American oak (10, 15, and 53-gallon)",NULL,https://distiller.com/spirits/kings-county-empire-rye;https://www.breakingbourbon.com/review/kings-county-barrel-strength-empire-rye-batch-8;https://www.kingscountydistillery.com/,2026-06-27,https://cdn.prod.website-files.com/5ace2bae31f6d3c07d267cb9/65cf89b8a7200dfbb10fda9c_kings-county-empire-rye-batch-8-01.jpg,rye_northeast_mid_atlantic
Rye,Jersey Spirits Distilling Co.,"Fairfield, NJ",High Point Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye,NAS,NULL,NULL,87,43.5,82% rye (four varietals) / 10% corn / 8% barley malt,New charred American oak,NULL,https://jerseyspirits.com/spirits.html,2026-06-23,NULL,rye_northeast_mid_atlantic
Rye,Hollerhorn Distilling,"Naples, NY",Big Green Rye,own_make,NULL,FALSE,FALSE,Empire Rye; ; NYS Empire Rye,NAS,,,,,75%+ NYS rye,new charred oak,,https://www.hollerhorn.com/new-page-3,2026-06-23,NULL,rye_northeast_mid_atlantic
Rye,Black Sheep Distillery,"Prattsburgh, NY",Black Sheep,own_make,NULL,FALSE,FALSE,Empire Rye; ; New York State Empire Rye,NAS,,,92,46.0,75%+ NYS rye,new charred oak,,https://blacksheepdistilleryny.com,2026-06-23,NULL,rye_northeast_mid_atlantic
Rye,1911 Established,"LaFayette, NY",1911,own_make,NULL,FALSE,FALSE,Empire Rye; ; Empire Rye Whiskey,NAS,,,,,75%+ NYS rye,new charred oak,,https://1911established.com/product/empire-rye-whiskey/,2026-06-23,NULL,rye_northeast_mid_atlantic
Rye,1911 Established,"LaFayette, NY",1911,own_make,NULL,FALSE,FALSE,Straight Rye,NAS,,,,,NYS rye (mash bill TBD),new charred oak,,https://1911established.com/product-type/spirits/,2026-06-23,NULL,rye_northeast_mid_atlantic
Rye,The Better Man Distilling Co.,"Patchogue, NY",Grand Optimist,own_make,NULL,FALSE,FALSE,Empire Rye,NAS,,,,,75%+ NYS rye,new charred oak,,https://www.thebettermandistillingco.com/spirits,2026-05-30,NULL,rye_northeast_mid_atlantic
Rye,Rock Valley Spirits,"Callicoon, NY",RVS,own_make,NULL,FALSE,FALSE,Empire Rye,NAS,,,,,75%+ NYS rye,,,https://rockvalleyspirits.com/spirits-2/,2026-05-30,NULL,rye_northeast_mid_atlantic
Rye,Breuckelen Distilling,"Brooklyn, NY",77,own_make,NULL,FALSE,FALSE,Rye,NAS,,,,,NYS rye (mash bill TBD),new American oak,,https://brkdistilling.com,2026-05-30,NULL,rye_northeast_mid_atlantic
Rye,Boston Harbor Distillery,"Boston, MA",Putnam,own_make,NULL,FALSE,FALSE,Straight Rye; ; New England Rye,NAS,,,,,NYS/NE rye,new American oak,,https://bostonharbordistillery.com,2026-06-23,NULL,rye_northeast_mid_atlantic
Rye,Breuckelen Distilling,"Brooklyn, NY",77,own_make,NULL,FALSE,FALSE,Empire Rye;Local Rye & Corn,NAS,,,90,45.0,Rye 90% / Corn 10% (New York sourced),New charred American oak,,https://distiller.com/spirits/breuckelen-77-rye-corn-whiskey;https://brkdistilling.com/products/77-local-corn-rye,2026-06-27,http://brkdistilling.com/cdn/shop/files/b77-product--local-01.webp,rye_northeast_mid_atlantic
Rye,Breuckelen Distilling,"Brooklyn, NY",77,own_make,NULL,FALSE,FALSE,Empire Rye;Bonded Rye & Corn;Bottled-in-Bond,4 Years,,,100,50.0,Rye 90% / Corn 10% (New York sourced),New charred American oak,,https://distiller.com/spirits/breuckelen-77-bonded-rye-corn-whiskey;https://brkdistilling.com/collections/all,2026-06-27,http://brkdistilling.com/cdn/shop/collections/b77-detail-03.jpg,rye_northeast_mid_atlantic
Rye,Breuckelen Distilling,"Brooklyn, NY",77,own_make,NULL,FALSE,FALSE,Empire Rye;Straight Rye,NAS,,,95,47.5,Rye 95% / Malted Barley 5% (New York sourced),New charred American oak,,https://distiller.com/spirits/breuckelen-77-rye-corn-whiskey;https://brkdistilling.com/collections/all,2026-06-27,http://brkdistilling.com/cdn/shop/collections/b77-detail-03.jpg,rye_northeast_mid_atlantic
Rye,Sagamore Spirit,"Baltimore, MD",Sagamore Spirit Bottled in Bond Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,Maryland Straight Rye; Bottled-in-Bond; 100% Maryland-Distilled,6 yr,NULL,NULL,100,50.0,Blend of high-rye and low-rye Maryland mash bills (specific percentages undisclosed),New charred American oak,NULL,https://sagamorespirit.com/spirits/bottled-in-bond-straight-rye-whiskey/;https://www.prnewswire.com/news-releases/sagamore-spirit-releases-fully-maryland-distilled-5-year-old-bottled-in-bond-rye-whiskey-301678759.html,2026-06-23,https://sagamorespirit.com/wp-content/uploads/Sagamore_Rye_-BiB-2023-web.jpg,rye_northeast_mid_atlantic
Rye,Baltimore Spirits Company,"Baltimore, MD",Baltimore Spirits Co. Epoch Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,Maryland Straight Rye; Pot-Distilled; Epoch,2 yr,NULL,NULL,112,56.0,70% rye / 30% malted rye,New charred American oak,NULL,https://seelbachs.com/products/baltimore-spirits-co-epoch-straight-rye-whiskey;https://baltimorespiritsco.com/epoch-rye-whiskey/,2026-06-23,https://seelbachs.com/cdn/shop/files/BaltimoreSpiritsCo.Epoch_StraightRyeWhiskey.png?v=1760552954,rye_northeast_mid_atlantic
Rye,Black Dirt Distillery,"Pine Island, NY",Black Dirt Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; 100% New York Rye,3.5 yr minimum,NULL,NULL,100,50.0,90% rye / 10% malted rye (100% NY-grown rye),New charred American oak (char level 3),NULL,https://blackdirtdistillery.com/the-rye/;https://www.newyorkcraftspirits.com/products/black-dirt-rye;https://www.empirewine.com/liquor/black-dirt-distillery-100prf-3yr-rye-whiskey-750ml-h29442/,2026-06-23,http://www.newyorkcraftspirits.com/cdn/shop/products/3ShopifyNYCS2048x2048_9010f6ca-fb29-48d4-b851-7895f49a9f27_1200x1200.png?v=1637020888,rye_northeast_mid_atlantic
Rye,New York Distilling Company,"Brooklyn, NY",Ragtime Rye,own_make,NULL,FALSE,FALSE,Empire Rye; New York Straight Rye,3 yr minimum,NULL,NULL,90.4,45.2,72% NY-grown rye / 16% corn / 12% malted barley,New charred American oak (full-size barrels),NULL,https://www.nydistilling.com/spirits/ragtime-rye;https://www.newyorkcraftspirits.com/products/nydc-ragtime-rye,2026-06-23,http://www.newyorkcraftspirits.com/cdn/shop/products/ShopifyNYCS2048x2048_eadf9a24-fcf6-4ad8-9793-de8d6e6682e4_1200x1200.png?v=1625067538,rye_northeast_mid_atlantic
Rye,New York Distilling Company,"Brooklyn, NY",Ragtime Rye Bottled in Bond,own_make,NULL,FALSE,FALSE,"Empire Rye; Bonded, Empire Rye",4 yr minimum,NULL,NULL,100,50.0,75% NY-grown rye / 13% corn / 12% malted barley,New charred American oak (full-size barrels),NULL,https://www.nydistilling.com/spirits/ragtime-rye-bottled-in-bond;https://spiritly.com/products/ragtime-rye-bottled-in-bond-whiskey;https://www.caskers.com/ragtime-rye-bottled-in-bond-rye-whiskey/,2026-06-23,https://spiritly.com/cdn/shop/files/ragtime-rye-bottled-in-bond-whiskey-857343003287-29019700428962.jpg?v=1683021330,rye_northeast_mid_atlantic
Rye,Coppersea Distilling,"New Paltz, NY",Coppersea Bonticou Crag Straight Rye Malt Whisky,own_make,NULL,FALSE,FALSE,Empire Rye; Straight Rye Malt; Heritage Methods Distilled,2 yr minimum,NULL,NULL,96,48.0,"100% malted rye (Hudson Valley heirloom rye, floor-malted in-house)",New charred American oak (barrel entry 105 proof),NULL,https://coppersea.com/spirits/bonticou-crag/;https://distiller.com/spirits/coppersea-bonticou-crag-straight-malt-rye;https://www.newyorkcraftspirits.com/products/coppersea-distilling-bonticu-crag-straight-malt-rye-whiskey,2026-06-23,"https://ip-distiller.imgix.net/images/spirits/2defe2c0-7681-0136-c571-5ebb1df8a830/coppersea_bonticou_original.jpg?w=640&h=280&fit=crop&crop=right&auto=compress,format&q=75",rye_northeast_mid_atlantic
Rye,Albany Distilling Company,"Albany, NY",Ironweed Rye Whiskey,own_make,NULL,FALSE,FALSE,Empire Rye; New York Straight Rye,4 yr (48 months),NULL,NULL,86,43.0,75% NY-grown rye / 25% NY malted wheat,New charred American oak,NULL,https://www.newyorkcraftspirits.com/products/albany-distilling-ironweed-rye;https://www.albanydistilling.com/products/whiskey;https://www.thirtyonewhiskey.com/whiskey-review-albany-distilling-co-ironweed-empire-rye-whiskey/,2026-06-23,http://www.newyorkcraftspirits.com/cdn/shop/products/3ShopifyNYCS2048x2048_3343b89b-b909-4b44-b8f6-e6b9c33a5831_1200x1200.png?v=1629221217,rye_northeast_mid_atlantic
Rye,Mingo Creek Craft Distillers (Liberty Pole Spirits),"Washington, PA",Liberty Pole Spirits Rye Whiskey,own_make,NULL,FALSE,FALSE,Rye; Monongahela-Style; Pot-Distilled,NAS,NULL,NULL,92,46.0,61% rye / 13% wheat / 13% rye malt / 13% barley malt,"New charred American oak (30-gallon, char 3)",NULL,https://www.libertypolespirits.com/product-page/liberty-pole-spirits-rye-whiskey;https://www.libertypolespirits.com/whiskey,2026-06-23,"https://static.wixstatic.com/media/d0828f_e6d68a41934c498ea87b6a94ee1a0897~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",rye_northeast_mid_atlantic
